"Town","FIPS","Year","Allegation Type","Report Status","Measure Type","Variable","Value","Region","Category"
"Madison",900944560,2017,"All","Alleged","Number","Child Abuse and Neglect",111,"Eastern Region","All"
"Madison",900944560,2017,"All","Substantiated","Number","Child Abuse and Neglect",21,"Eastern Region","All"
"Madison",900944560,2017,"All","Substantiated","Rate","Child Abuse and Neglect",18.92,"Eastern Region","All"
"Madison",900944560,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Madison",900944560,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Madison",900944560,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Madison",900944560,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",25,"Eastern Region","Neglect"
"Madison",900944560,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Madison",900944560,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Madison",900944560,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Madison",900944560,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",12,"Eastern Region","Abuse"
"Madison",900944560,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Madison",900944560,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Madison",900944560,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",64,"Eastern Region","Neglect"
"Madison",900944560,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Madison",900944560,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Madison",900944560,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Madison",900944560,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Manchester",900344700,2017,"All","Alleged","Number","Child Abuse and Neglect",1443,"North Central Region","All"
"Manchester",900344700,2017,"All","Substantiated","Number","Child Abuse and Neglect",276,"North Central Region","All"
"Manchester",900344700,2017,"All","Substantiated","Rate","Child Abuse and Neglect",19.13,"North Central Region","All"
"Manchester",900344700,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Manchester",900344700,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Manchester",900344700,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Manchester",900344700,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",24,"North Central Region","Neglect"
"Manchester",900344700,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Manchester",900344700,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Manchester",900344700,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",190,"North Central Region","Neglect"
"Manchester",900344700,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",32,"North Central Region","Neglect"
"Manchester",900344700,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",16.84,"North Central Region","Neglect"
"Manchester",900344700,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Manchester",900344700,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Manchester",900344700,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Manchester",900344700,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",16,"North Central Region","Neglect"
"Manchester",900344700,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Manchester",900344700,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Manchester",900344700,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",159,"North Central Region","Abuse"
"Manchester",900344700,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",13,"North Central Region","Abuse"
"Manchester",900344700,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",8.18,"North Central Region","Abuse"
"Manchester",900344700,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",990,"North Central Region","Neglect"
"Manchester",900344700,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",216,"North Central Region","Neglect"
"Manchester",900344700,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",21.82,"North Central Region","Neglect"
"Manchester",900344700,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",21,"North Central Region","Abuse"
"Manchester",900344700,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Manchester",900344700,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Mansfield",901344910,2017,"All","Alleged","Number","Child Abuse and Neglect",105,"Eastern Region","All"
"Mansfield",901344910,2017,"All","Substantiated","Number","Child Abuse and Neglect",13,"Eastern Region","All"
"Mansfield",901344910,2017,"All","Substantiated","Rate","Child Abuse and Neglect",12.38,"Eastern Region","All"
"Mansfield",901344910,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Mansfield",901344910,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Mansfield",901344910,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Mansfield",901344910,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",13,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Mansfield",901344910,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Mansfield",901344910,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Mansfield",901344910,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",13,"Eastern Region","Abuse"
"Mansfield",901344910,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Mansfield",901344910,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Mansfield",901344910,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",67,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Mansfield",901344910,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Mansfield",901344910,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Mansfield",901344910,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Marlborough",900345820,2017,"All","Alleged","Number","Child Abuse and Neglect",41,"North Central Region","All"
"Marlborough",900345820,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","All"
"Marlborough",900345820,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","All"
"Marlborough",900345820,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Marlborough",900345820,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Marlborough",900345820,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Marlborough",900345820,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Marlborough",900345820,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Marlborough",900345820,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Marlborough",900345820,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Marlborough",900345820,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Marlborough",900345820,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Marlborough",900345820,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",22,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Marlborough",900345820,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Marlborough",900345820,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Marlborough",900345820,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Meriden",900946520,2017,"All","Alleged","Number","Child Abuse and Neglect",2402,"Central Region","All"
"Meriden",900946520,2017,"All","Substantiated","Number","Child Abuse and Neglect",406,"Central Region","All"
"Meriden",900946520,2017,"All","Substantiated","Rate","Child Abuse and Neglect",16.9,"Central Region","All"
"Meriden",900946520,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Meriden",900946520,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Meriden",900946520,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Meriden",900946520,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",114,"Central Region","Neglect"
"Meriden",900946520,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",20,"Central Region","Neglect"
"Meriden",900946520,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",17.54,"Central Region","Neglect"
"Meriden",900946520,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",431,"Central Region","Neglect"
"Meriden",900946520,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",92,"Central Region","Neglect"
"Meriden",900946520,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",21.35,"Central Region","Neglect"
"Meriden",900946520,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Meriden",900946520,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Meriden",900946520,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Meriden",900946520,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",78,"Central Region","Neglect"
"Meriden",900946520,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Meriden",900946520,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Meriden",900946520,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",211,"Central Region","Abuse"
"Meriden",900946520,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",18,"Central Region","Abuse"
"Meriden",900946520,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",8.53,"Central Region","Abuse"
"Meriden",900946520,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",1459,"Central Region","Neglect"
"Meriden",900946520,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",241,"Central Region","Neglect"
"Meriden",900946520,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",16.52,"Central Region","Neglect"
"Meriden",900946520,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",46,"Central Region","Abuse"
