"District","FIPS","Year","Incident Type","Variable","Measure Type","Value","R#","Region"
"Highville Charter School District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2009-2010","Fighting and Battery","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2009-2010","Property Damage","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2009-2010","Weapons","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","School Policy Violations","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Fighting and Battery","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Property Damage","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Weapons","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",-6666,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2011-2012","School Policy Violations","Incidents","Number",10,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Fighting and Battery","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Property Damage","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Weapons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2012-2013","School Policy Violations","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Fighting and Battery","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Property Damage","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Weapons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2013-2014","School Policy Violations","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",7,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Fighting and Battery","Incidents","Number",11,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Property Damage","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Weapons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2014-2015","School Policy Violations","Incidents","Number",7,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Sexually Related Behavior","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Personally Threatening Behavior","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Theft Related Behaviors","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",10,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Fighting and Battery","Incidents","Number",12,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Property Damage","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Weapons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2015-2016","School Policy Violations","Incidents","Number",89,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",18,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",82,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Fighting and Battery","Incidents","Number",64,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Property Damage","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Weapons","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2016-2017","School Policy Violations","Incidents","Number",53,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",52,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Fighting and Battery","Incidents","Number",52,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Property Damage","Incidents","Number",-9999,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Weapons","Incidents","Number",0,2,"South Central"
"Highville Charter School District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,2,"South Central"
"Integrated Day Charter School District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","School Policy Violations","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","Fighting and Battery","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","Property Damage","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","Weapons","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","School Policy Violations","Incidents","Number",6,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Fighting and Battery","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Property Damage","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Weapons","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","School Policy Violations","Incidents","Number",10,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",7,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Fighting and Battery","Incidents","Number",10,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Property Damage","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Weapons","Incidents","Number",-9999,3,"Eastern"
"Integrated Day Charter School District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0,3,"Eastern"
"Integrated Day Charter School District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0,3,"Eastern"
