"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Plainville School District",900360120,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",8
"Plainville School District",900360120,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0
"Plainville School District",900360120,"2015-2016","School Policy Violations","Incidents","Number",210
"Plainville School District",900360120,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Plainville School District",900360120,"2015-2016","Personally Threatening Behavior","Incidents","Number",19
"Plainville School District",900360120,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999
"Plainville School District",900360120,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",23
"Plainville School District",900360120,"2015-2016","Fighting and Battery","Incidents","Number",36
"Plainville School District",900360120,"2015-2016","Property Damage","Incidents","Number",-9999
"Plainville School District",900360120,"2015-2016","Weapons","Incidents","Number",-9999
"Plainville School District",900360120,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",11
"Plainville School District",900360120,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-9999
"Plainville School District",900360120,"2016-2017","School Policy Violations","Incidents","Number",154
"Plainville School District",900360120,"2016-2017","Sexually Related Behavior","Incidents","Number",10
"Plainville School District",900360120,"2016-2017","Personally Threatening Behavior","Incidents","Number",24
"Plainville School District",900360120,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Plainville School District",900360120,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",51
"Plainville School District",900360120,"2016-2017","Fighting and Battery","Incidents","Number",42
"Plainville School District",900360120,"2016-2017","Property Damage","Incidents","Number",-9999
"Plainville School District",900360120,"2016-2017","Weapons","Incidents","Number",0
"Plainville School District",900360120,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",12
"Plymouth School District",900560750,"2009-2010","Violent Crimes Against Persons","Incidents","Number",6
"Plymouth School District",900560750,"2009-2010","School Policy Violations","Incidents","Number",264
"Plymouth School District",900560750,"2009-2010","Sexually Related Behavior","Incidents","Number",-9999
"Plymouth School District",900560750,"2009-2010","Personally Threatening Behavior","Incidents","Number",23
"Plymouth School District",900560750,"2009-2010","Theft Related Behaviors","Incidents","Number",10
"Plymouth School District",900560750,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",31
"Plymouth School District",900560750,"2009-2010","Fighting and Battery","Incidents","Number",18
"Plymouth School District",900560750,"2009-2010","Property Damage","Incidents","Number",-9999
"Plymouth School District",900560750,"2009-2010","Weapons","Incidents","Number",-9999
"Plymouth School District",900560750,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",24
"Plymouth School District",900560750,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0
"Plymouth School District",900560750,"2010-2011","School Policy Violations","Incidents","Number",142
"Plymouth School District",900560750,"2010-2011","Sexually Related Behavior","Incidents","Number",6
"Plymouth School District",900560750,"2010-2011","Personally Threatening Behavior","Incidents","Number",22
"Plymouth School District",900560750,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999
"Plymouth School District",900560750,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",25
"Plymouth School District",900560750,"2010-2011","Fighting and Battery","Incidents","Number",14
"Plymouth School District",900560750,"2010-2011","Property Damage","Incidents","Number",6
"Plymouth School District",900560750,"2010-2011","Weapons","Incidents","Number",-9999
"Plymouth School District",900560750,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",7
"Plymouth School District",900560750,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-9999
"Plymouth School District",900560750,"2011-2012","School Policy Violations","Incidents","Number",64
"Plymouth School District",900560750,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999
"Plymouth School District",900560750,"2011-2012","Personally Threatening Behavior","Incidents","Number",6
"Plymouth School District",900560750,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999
"Plymouth School District",900560750,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",23
"Plymouth School District",900560750,"2011-2012","Fighting and Battery","Incidents","Number",9
"Plymouth School District",900560750,"2011-2012","Property Damage","Incidents","Number",0
"Plymouth School District",900560750,"2011-2012","Weapons","Incidents","Number",-9999
"Plymouth School District",900560750,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",14
"Plymouth School District",900560750,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-9999
"Plymouth School District",900560750,"2012-2013","School Policy Violations","Incidents","Number",68
"Plymouth School District",900560750,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999
"Plymouth School District",900560750,"2012-2013","Personally Threatening Behavior","Incidents","Number",7
"Plymouth School District",900560750,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999
"Plymouth School District",900560750,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",23
"Plymouth School District",900560750,"2012-2013","Fighting and Battery","Incidents","Number",9
"Plymouth School District",900560750,"2012-2013","Property Damage","Incidents","Number",-9999
"Plymouth School District",900560750,"2012-2013","Weapons","Incidents","Number",-9999
"Plymouth School District",900560750,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",16
"Plymouth School District",900560750,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0
"Plymouth School District",900560750,"2013-2014","School Policy Violations","Incidents","Number",60
"Plymouth School District",900560750,"2013-2014","Sexually Related Behavior","Incidents","Number",0
"Plymouth School District",900560750,"2013-2014","Personally Threatening Behavior","Incidents","Number",11
"Plymouth School District",900560750,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Plymouth School District",900560750,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",12
"Plymouth School District",900560750,"2013-2014","Fighting and Battery","Incidents","Number",10
"Plymouth School District",900560750,"2013-2014","Property Damage","Incidents","Number",0
"Plymouth School District",900560750,"2013-2014","Weapons","Incidents","Number",-9999
"Plymouth School District",900560750,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",6
"Plymouth School District",900560750,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999
"Plymouth School District",900560750,"2014-2015","School Policy Violations","Incidents","Number",66
"Plymouth School District",900560750,"2014-2015","Sexually Related Behavior","Incidents","Number",-9999
"Plymouth School District",900560750,"2014-2015","Personally Threatening Behavior","Incidents","Number",6
"Plymouth School District",900560750,"2014-2015","Theft Related Behaviors","Incidents","Number",0
"Plymouth School District",900560750,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",15
"Plymouth School District",900560750,"2014-2015","Fighting and Battery","Incidents","Number",17
"Plymouth School District",900560750,"2014-2015","Property Damage","Incidents","Number",-9999
"Plymouth School District",900560750,"2014-2015","Weapons","Incidents","Number",-9999
"Plymouth School District",900560750,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Plymouth School District",900560750,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0
"Plymouth School District",900560750,"2015-2016","School Policy Violations","Incidents","Number",118
"Plymouth School District",900560750,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Plymouth School District",900560750,"2015-2016","Personally Threatening Behavior","Incidents","Number",11
"Plymouth School District",900560750,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999
"Plymouth School District",900560750,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",7
"Plymouth School District",900560750,"2015-2016","Fighting and Battery","Incidents","Number",28
"Plymouth School District",900560750,"2015-2016","Property Damage","Incidents","Number",-9999
"Plymouth School District",900560750,"2015-2016","Weapons","Incidents","Number",-9999
"Plymouth School District",900560750,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",11
"Plymouth School District",900560750,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0
"Plymouth School District",900560750,"2016-2017","School Policy Violations","Incidents","Number",106
"Plymouth School District",900560750,"2016-2017","Sexually Related Behavior","Incidents","Number",9
"Plymouth School District",900560750,"2016-2017","Personally Threatening Behavior","Incidents","Number",15
"Plymouth School District",900560750,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Plymouth School District",900560750,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",8
"Plymouth School District",900560750,"2016-2017","Fighting and Battery","Incidents","Number",35
"Plymouth School District",900560750,"2016-2017","Property Damage","Incidents","Number",-9999
"Plymouth School District",900560750,"2016-2017","Weapons","Incidents","Number",-9999
"Plymouth School District",900560750,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",11
"Pomfret School District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0
"Pomfret School District",NA,"2009-2010","School Policy Violations","Incidents","Number",-9999
"Pomfret School District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",0
"Pomfret School District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",-9999
"Pomfret School District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",-9999
"Pomfret School District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",0
"Pomfret School District",NA,"2009-2010","Fighting and Battery","Incidents","Number",-9999
"Pomfret School District",NA,"2009-2010","Property Damage","Incidents","Number",-9999
"Pomfret School District",NA,"2009-2010","Weapons","Incidents","Number",-9999
"Pomfret School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Pomfret School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0
"Pomfret School District",NA,"2010-2011","School Policy Violations","Incidents","Number",-9999
"Pomfret School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999
