"Town","FIPS","Year","Measure Type","Variable","Value","Region"
"Willington",901385950,"2008-2012","Number","Deaths",7,"Eastern Region"
"Willington",901385950,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Willington",901385950,"2010-2014","Crude Rate (per 100,000)","Deaths",10.01,"Eastern Region"
"Willington",901385950,"2010-2014","Number","Deaths",3,"Eastern Region"
"Wilton",900186370,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Wilton",900186370,"2006-2010","Crude Rate (per 100,000)","Deaths",7.83,"Southwest Region"
"Wilton",900186370,"2006-2010","Number","Deaths",7,"Southwest Region"
"Wilton",900186370,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Wilton",900186370,"2007-2011","Crude Rate (per 100,000)","Deaths",6.68,"Southwest Region"
"Wilton",900186370,"2007-2011","Number","Deaths",6,"Southwest Region"
"Wilton",900186370,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Wilton",900186370,"2008-2012","Crude Rate (per 100,000)","Deaths",6.63,"Southwest Region"
"Wilton",900186370,"2008-2012","Number","Deaths",6,"Southwest Region"
"Wilton",900186370,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Wilton",900186370,"2010-2014","Crude Rate (per 100,000)","Deaths",11.92,"Southwest Region"
"Wilton",900186370,"2010-2014","Number","Deaths",11,"Southwest Region"
"Winchester",900586440,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Winchester",900586440,"2006-2010","Crude Rate (per 100,000)","Deaths",19.61,"Western Region"
"Winchester",900586440,"2006-2010","Number","Deaths",11,"Western Region"
"Winchester",900586440,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Winchester",900586440,"2007-2011","Crude Rate (per 100,000)","Deaths",21.4,"Western Region"
"Winchester",900586440,"2007-2011","Number","Deaths",12,"Western Region"
"Winchester",900586440,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Winchester",900586440,"2008-2012","Crude Rate (per 100,000)","Deaths",19.59,"Western Region"
"Winchester",900586440,"2008-2012","Number","Deaths",11,"Western Region"
"Winchester",900586440,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Winchester",900586440,"2010-2014","Crude Rate (per 100,000)","Deaths",10.83,"Western Region"
"Winchester",900586440,"2010-2014","Number","Deaths",6,"Western Region"
"Windham",901586790,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Windham",901586790,"2006-2010","Crude Rate (per 100,000)","Deaths",4.79,"Eastern Region"
"Windham",901586790,"2006-2010","Number","Deaths",6,"Eastern Region"
"Windham",901586790,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Windham",901586790,"2007-2011","Crude Rate (per 100,000)","Deaths",7.96,"Eastern Region"
"Windham",901586790,"2007-2011","Number","Deaths",10,"Eastern Region"
"Windham",901586790,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Windham",901586790,"2008-2012","Crude Rate (per 100,000)","Deaths",8.7,"Eastern Region"
"Windham",901586790,"2008-2012","Number","Deaths",11,"Eastern Region"
"Windham",901586790,"2010-2014","AAMR (per 100,000)","Deaths",12.81,"Eastern Region"
"Windham",901586790,"2010-2014","Crude Rate (per 100,000)","Deaths",11.93,"Eastern Region"
"Windham",901586790,"2010-2014","Number","Deaths",15,"Eastern Region"
"Windsor",900387000,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Windsor",900387000,"2006-2010","Crude Rate (per 100,000)","Deaths",6.91,"North Central Region"
"Windsor",900387000,"2006-2010","Number","Deaths",10,"North Central Region"
"Windsor",900387000,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Windsor",900387000,"2007-2011","Crude Rate (per 100,000)","Deaths",6.91,"North Central Region"
"Windsor",900387000,"2007-2011","Number","Deaths",10,"North Central Region"
"Windsor",900387000,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Windsor",900387000,"2008-2012","Crude Rate (per 100,000)","Deaths",8.26,"North Central Region"
"Windsor",900387000,"2008-2012","Number","Deaths",12,"North Central Region"
"Windsor",900387000,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Windsor",900387000,"2010-2014","Crude Rate (per 100,000)","Deaths",5.5,"North Central Region"
"Windsor",900387000,"2010-2014","Number","Deaths",8,"North Central Region"
"Windsor Locks",900387070,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Windsor Locks",900387070,"2006-2010","Crude Rate (per 100,000)","Deaths",14.49,"North Central Region"
"Windsor Locks",900387070,"2006-2010","Number","Deaths",9,"North Central Region"
"Windsor Locks",900387070,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Windsor Locks",900387070,"2007-2011","Crude Rate (per 100,000)","Deaths",17.65,"North Central Region"
"Windsor Locks",900387070,"2007-2011","Number","Deaths",11,"North Central Region"
"Windsor Locks",900387070,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Windsor Locks",900387070,"2008-2012","Crude Rate (per 100,000)","Deaths",19.2,"North Central Region"
"Windsor Locks",900387070,"2008-2012","Number","Deaths",12,"North Central Region"
"Windsor Locks",900387070,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Windsor Locks",900387070,"2010-2014","Crude Rate (per 100,000)","Deaths",22.33,"North Central Region"
"Windsor Locks",900387070,"2010-2014","Number","Deaths",14,"North Central Region"
"Wolcott",900987560,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Wolcott",900987560,"2006-2010","Crude Rate (per 100,000)","Deaths",10.94,"Western Region"
"Wolcott",900987560,"2006-2010","Number","Deaths",9,"Western Region"
"Wolcott",900987560,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Wolcott",900987560,"2007-2011","Crude Rate (per 100,000)","Deaths",8.47,"Western Region"
"Wolcott",900987560,"2007-2011","Number","Deaths",7,"Western Region"
"Wolcott",900987560,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Wolcott",900987560,"2008-2012","Crude Rate (per 100,000)","Deaths",8.39,"Western Region"
"Wolcott",900987560,"2008-2012","Number","Deaths",7,"Western Region"
"Wolcott",900987560,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Wolcott",900987560,"2010-2014","Crude Rate (per 100,000)","Deaths",4.79,"Western Region"
"Wolcott",900987560,"2010-2014","Number","Deaths",4,"Western Region"
"Woodbridge",900987700,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Woodbridge",900987700,"2006-2010","Crude Rate (per 100,000)","Deaths",2.22,"South Central Region"
"Woodbridge",900987700,"2006-2010","Number","Deaths",1,"South Central Region"
"Woodbridge",900987700,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Woodbridge",900987700,"2007-2011","Crude Rate (per 100,000)","Deaths",6.67,"South Central Region"
"Woodbridge",900987700,"2007-2011","Number","Deaths",3,"South Central Region"
"Woodbridge",900987700,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Woodbridge",900987700,"2008-2012","Crude Rate (per 100,000)","Deaths",8.9,"South Central Region"
"Woodbridge",900987700,"2008-2012","Number","Deaths",4,"South Central Region"
"Woodbridge",900987700,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Woodbridge",900987700,"2010-2014","Crude Rate (per 100,000)","Deaths",11.16,"South Central Region"
"Woodbridge",900987700,"2010-2014","Number","Deaths",5,"South Central Region"
"Woodbury",900587910,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Woodbury",900587910,"2006-2010","Crude Rate (per 100,000)","Deaths",10.09,"Western Region"
"Woodbury",900587910,"2006-2010","Number","Deaths",5,"Western Region"
"Woodbury",900587910,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Woodbury",900587910,"2007-2011","Crude Rate (per 100,000)","Deaths",8.06,"Western Region"
"Woodbury",900587910,"2007-2011","Number","Deaths",4,"Western Region"
"Woodbury",900587910,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Woodbury",900587910,"2008-2012","Crude Rate (per 100,000)","Deaths",6.02,"Western Region"
"Woodbury",900587910,"2008-2012","Number","Deaths",3,"Western Region"
"Woodbury",900587910,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Woodbury",900587910,"2010-2014","Crude Rate (per 100,000)","Deaths",12.18,"Western Region"
"Woodbury",900587910,"2010-2014","Number","Deaths",6,"Western Region"
"Woodstock",901588190,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Woodstock",901588190,"2006-2010","Crude Rate (per 100,000)","Deaths",10.14,"Eastern Region"
"Woodstock",901588190,"2006-2010","Number","Deaths",4,"Eastern Region"
"Woodstock",901588190,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Woodstock",901588190,"2007-2011","Crude Rate (per 100,000)","Deaths",7.57,"Eastern Region"
"Woodstock",901588190,"2007-2011","Number","Deaths",3,"Eastern Region"
"Woodstock",901588190,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Woodstock",901588190,"2008-2012","Crude Rate (per 100,000)","Deaths",7.53,"Eastern Region"
"Woodstock",901588190,"2008-2012","Number","Deaths",3,"Eastern Region"
"Woodstock",901588190,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Woodstock",901588190,"2010-2014","Crude Rate (per 100,000)","Deaths",7.58,"Eastern Region"
"Woodstock",901588190,"2010-2014","Number","Deaths",3,"Eastern Region"
