"Town","FIPS","AGGREGATION","Year","Race","Type","Measure Type","Variable","Value","Region"
"Newtown",900152980,"5-Year","2003-2007","All","Neonatal","Rate","Fetal Mortality",0.73,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","All","Neonatal","Rate","Fetal Mortality",2.14,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","All","Fetal","Number","Fetal Mortality",6,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","All","Infant","Rate","Fetal Mortality",1.89,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","White","Infant","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","All","Fetal","Number","Fetal Mortality",7,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","All","Fetal","Number","Fetal Mortality",9,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","All","Fetal","Rate","Fetal Mortality",6.41,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","All","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","All","Neonatal","Rate","Fetal Mortality",2.23,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","All","Fetal","Rate","Fetal Mortality",3.98,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","All","Neonatal","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","White","Fetal","Number","Fetal Mortality",4,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","All","Fetal","Number","Fetal Mortality",4,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","All","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","All","Neonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","White","Infant","Number","Fetal Mortality",3,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","All","Neonatal","Rate","Fetal Mortality",0.71,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","All","Fetal","Rate","Fetal Mortality",4.06,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","All","Infant","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","All","Fetal","Number","Fetal Mortality",7,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","1999-2003","White","Infant","Number","Fetal Mortality",4,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","Other","Fetal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2007-2011","White","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","All","Fetal","Rate","Fetal Mortality",7.8,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","All","Infant","Rate","Fetal Mortality",0.71,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","All","Postneonatal","Rate","Fetal Mortality",1.11,"Western Region"
"Newtown",900152980,"5-Year","2009-2013","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","All","Infant","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","All","Fetal","Rate","Fetal Mortality",4.62,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","All","Fetal","Number","Fetal Mortality",7,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","All","Postneonatal","Rate","Fetal Mortality",1.07,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2008-2012","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2001-2005","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","White","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","All","Infant","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","All","Neonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2002-2006","White","Fetal","Number","Fetal Mortality",9,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","White","Infant","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","White","Fetal","Number","Fetal Mortality",7,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","White","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","All","Fetal","Rate","Fetal Mortality",4.66,"Western Region"
"Newtown",900152980,"5-Year","2006-2010","All","Infant","Rate","Fetal Mortality",0.93,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","White","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","All","Infant","Rate","Fetal Mortality",3.41,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","All","Fetal","Number","Fetal Mortality",5,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","All","Neonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","All","Neonatal","Number","Fetal Mortality",1,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2005-2009","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2004-2008","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","All","Fetal","Number","Fetal Mortality",6,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","All","Infant","Number","Fetal Mortality",3,"Western Region"
"Newtown",900152980,"5-Year","2010-2014","All","Neonatal","Number","Fetal Mortality",2,"Western Region"
"Newtown",900152980,"5-Year","2003-2007","All","Infant","Rate","Fetal Mortality",0.73,"Western Region"
"Newtown",900152980,"5-Year","2000-2004","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2002-2006","White","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2001-2005","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2001-2005","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2000-2004","All","Neonatal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2007-2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","1999-2003","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","1999-2003","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2007-2011","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","1999-2003","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","1999-2003","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2009-2013","All","Neonatal","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2005-2009","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2005-2009","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2005-2009","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2005-2009","All","Infant","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2001-2005","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2008-2012","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2004-2008","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2004-2008","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2004-2008","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","1999-2003","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2010-2014","White","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2002-2006","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2002-2006","All","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2008-2012","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2002-2006","All","Fetal","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2009-2013","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2010-2014","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2004-2008","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2006-2010","White","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2008-2012","All","Fetal","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2006-2010","All","Fetal","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2007-2011","All","Fetal","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2004-2008","All","Fetal","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","1999-2003","White","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2003-2007","All","Infant","Number","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2010-2014","All","Fetal","Rate","Fetal Mortality",0,"Western Region"
"Norfolk",900553470,"5-Year","2010-2014","White","Fetal","Number","Fetal Mortality",0,"Western Region"
