"Town","FIPS","Year","Gender","Measure Type","Variable","Value","Region"
"Plainfield",901559980,"2012-2016","Female","Number","Employed or Enrolled Youth",443,"Eastern Region"
"Plainfield",901559980,"2012-2016","Female","Number","Margins of Error",134,"Eastern Region"
"Plainfield",901559980,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Plainfield",901559980,"2012-2016","Female","Percent","Margins of Error",43.28,"Eastern Region"
"Plainfield",901559980,"2012-2016","Male","Number","Employed or Enrolled Youth",416,"Eastern Region"
"Plainfield",901559980,"2012-2016","Male","Number","Margins of Error",200,"Eastern Region"
"Plainfield",901559980,"2012-2016","Male","Percent","Employed or Enrolled Youth",96.07,"Eastern Region"
"Plainfield",901559980,"2012-2016","Male","Percent","Margins of Error",63.06,"Eastern Region"
"Plainville",900360120,"2012-2016","Total","Number","Employed or Enrolled Youth",896,"Central Region"
"Plainville",900360120,"2012-2016","Total","Number","Margins of Error",237,"Central Region"
"Plainville",900360120,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.66,"Central Region"
"Plainville",900360120,"2012-2016","Total","Percent","Margins of Error",37.47,"Central Region"
"Plainville",900360120,"2012-2016","Female","Number","Employed or Enrolled Youth",482,"Central Region"
"Plainville",900360120,"2012-2016","Female","Number","Margins of Error",189,"Central Region"
"Plainville",900360120,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Central Region"
"Plainville",900360120,"2012-2016","Female","Percent","Margins of Error",55.15,"Central Region"
"Plainville",900360120,"2012-2016","Male","Number","Employed or Enrolled Youth",414,"Central Region"
"Plainville",900360120,"2012-2016","Male","Number","Margins of Error",143,"Central Region"
"Plainville",900360120,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.03,"Central Region"
"Plainville",900360120,"2012-2016","Male","Percent","Margins of Error",43.27,"Central Region"
"Plymouth",900560750,"2012-2016","Total","Number","Employed or Enrolled Youth",662,"Central Region"
"Plymouth",900560750,"2012-2016","Total","Number","Margins of Error",170,"Central Region"
"Plymouth",900560750,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.81,"Central Region"
"Plymouth",900560750,"2012-2016","Total","Percent","Margins of Error",37.76,"Central Region"
"Plymouth",900560750,"2012-2016","Female","Number","Employed or Enrolled Youth",411,"Central Region"
"Plymouth",900560750,"2012-2016","Female","Number","Margins of Error",131,"Central Region"
"Plymouth",900560750,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.09,"Central Region"
"Plymouth",900560750,"2012-2016","Female","Percent","Margins of Error",45,"Central Region"
"Plymouth",900560750,"2012-2016","Male","Number","Employed or Enrolled Youth",251,"Central Region"
"Plymouth",900560750,"2012-2016","Male","Number","Margins of Error",107,"Central Region"
"Plymouth",900560750,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Central Region"
"Plymouth",900560750,"2012-2016","Male","Percent","Margins of Error",59.57,"Central Region"
"Pomfret",901561030,"2012-2016","Total","Number","Employed or Enrolled Youth",241,"Eastern Region"
"Pomfret",901561030,"2012-2016","Total","Number","Margins of Error",81,"Eastern Region"
"Pomfret",901561030,"2012-2016","Total","Percent","Employed or Enrolled Youth",91.63,"Eastern Region"
"Pomfret",901561030,"2012-2016","Total","Percent","Margins of Error",41.68,"Eastern Region"
"Pomfret",901561030,"2012-2016","Female","Number","Employed or Enrolled Youth",125,"Eastern Region"
"Pomfret",901561030,"2012-2016","Female","Number","Margins of Error",63,"Eastern Region"
"Pomfret",901561030,"2012-2016","Female","Percent","Employed or Enrolled Youth",88.03,"Eastern Region"
"Pomfret",901561030,"2012-2016","Female","Percent","Margins of Error",61.36,"Eastern Region"
"Pomfret",901561030,"2012-2016","Male","Number","Employed or Enrolled Youth",116,"Eastern Region"
"Pomfret",901561030,"2012-2016","Male","Number","Margins of Error",50,"Eastern Region"
"Pomfret",901561030,"2012-2016","Male","Percent","Employed or Enrolled Youth",95.87,"Eastern Region"
"Pomfret",901561030,"2012-2016","Male","Percent","Margins of Error",56.14,"Eastern Region"
"Portland",900761800,"2012-2016","Total","Number","Employed or Enrolled Youth",280,"Eastern Region"
"Portland",900761800,"2012-2016","Total","Number","Margins of Error",105,"Eastern Region"
"Portland",900761800,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Portland",900761800,"2012-2016","Total","Percent","Margins of Error",50.7,"Eastern Region"
"Portland",900761800,"2012-2016","Female","Number","Employed or Enrolled Youth",157,"Eastern Region"
"Portland",900761800,"2012-2016","Female","Number","Margins of Error",86,"Eastern Region"
"Portland",900761800,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Portland",900761800,"2012-2016","Female","Percent","Margins of Error",74.21,"Eastern Region"
"Portland",900761800,"2012-2016","Male","Number","Employed or Enrolled Youth",123,"Eastern Region"
"Portland",900761800,"2012-2016","Male","Number","Margins of Error",60,"Eastern Region"
"Portland",900761800,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Portland",900761800,"2012-2016","Male","Percent","Margins of Error",66.19,"Eastern Region"
"Preston",901162150,"2012-2016","Total","Number","Employed or Enrolled Youth",207,"Eastern Region"
"Preston",901162150,"2012-2016","Total","Number","Margins of Error",89,"Eastern Region"
"Preston",901162150,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.83,"Eastern Region"
"Preston",901162150,"2012-2016","Total","Percent","Margins of Error",52.82,"Eastern Region"
"Preston",901162150,"2012-2016","Female","Number","Employed or Enrolled Youth",87,"Eastern Region"
"Preston",901162150,"2012-2016","Female","Number","Margins of Error",55,"Eastern Region"
"Preston",901162150,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Preston",901162150,"2012-2016","Female","Percent","Margins of Error",86.75,"Eastern Region"
"Preston",901162150,"2012-2016","Male","Number","Employed or Enrolled Youth",120,"Eastern Region"
"Preston",901162150,"2012-2016","Male","Number","Margins of Error",70,"Eastern Region"
"Preston",901162150,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.02,"Eastern Region"
"Preston",901162150,"2012-2016","Male","Percent","Margins of Error",71.54,"Eastern Region"
"Prospect",900962290,"2012-2016","Total","Number","Employed or Enrolled Youth",495,"Western Region"
"Prospect",900962290,"2012-2016","Total","Number","Margins of Error",187,"Western Region"
"Prospect",900962290,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Prospect",900962290,"2012-2016","Total","Percent","Margins of Error",50.47,"Western Region"
"Prospect",900962290,"2012-2016","Female","Number","Employed or Enrolled Youth",179,"Western Region"
"Prospect",900962290,"2012-2016","Female","Number","Margins of Error",78,"Western Region"
"Prospect",900962290,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Prospect",900962290,"2012-2016","Female","Percent","Margins of Error",59.99,"Western Region"
"Prospect",900962290,"2012-2016","Male","Number","Employed or Enrolled Youth",316,"Western Region"
"Prospect",900962290,"2012-2016","Male","Number","Margins of Error",170,"Western Region"
"Prospect",900962290,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Prospect",900962290,"2012-2016","Male","Percent","Margins of Error",76.47,"Western Region"
"Putnam",901562710,"2012-2016","Total","Number","Employed or Enrolled Youth",354,"Eastern Region"
"Putnam",901562710,"2012-2016","Total","Number","Margins of Error",149,"Eastern Region"
"Putnam",901562710,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.16,"Eastern Region"
"Putnam",901562710,"2012-2016","Total","Percent","Margins of Error",57.77,"Eastern Region"
"Putnam",901562710,"2012-2016","Female","Number","Employed or Enrolled Youth",184,"Eastern Region"
"Putnam",901562710,"2012-2016","Female","Number","Margins of Error",107,"Eastern Region"
"Putnam",901562710,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Putnam",901562710,"2012-2016","Female","Percent","Margins of Error",81.31,"Eastern Region"
"Putnam",901562710,"2012-2016","Male","Number","Employed or Enrolled Youth",170,"Eastern Region"
"Putnam",901562710,"2012-2016","Male","Number","Margins of Error",104,"Eastern Region"
"Putnam",901562710,"2012-2016","Male","Percent","Employed or Enrolled Youth",98.27,"Eastern Region"
"Putnam",901562710,"2012-2016","Male","Percent","Margins of Error",83.02,"Eastern Region"
"Redding",900163480,"2012-2016","Total","Number","Employed or Enrolled Youth",543,"Western Region"
"Redding",900163480,"2012-2016","Total","Number","Margins of Error",140,"Western Region"
"Redding",900163480,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.01,"Western Region"
"Redding",900163480,"2012-2016","Total","Percent","Margins of Error",32.28,"Western Region"
"Redding",900163480,"2012-2016","Female","Number","Employed or Enrolled Youth",233,"Western Region"
"Redding",900163480,"2012-2016","Female","Number","Margins of Error",87,"Western Region"
"Redding",900163480,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Redding",900163480,"2012-2016","Female","Percent","Margins of Error",52.02,"Western Region"
"Redding",900163480,"2012-2016","Male","Number","Employed or Enrolled Youth",310,"Western Region"
"Redding",900163480,"2012-2016","Male","Number","Margins of Error",109,"Western Region"
"Redding",900163480,"2012-2016","Male","Percent","Employed or Enrolled Youth",96.57,"Western Region"
"Redding",900163480,"2012-2016","Male","Percent","Margins of Error",44.55,"Western Region"
"Ridgefield",900163970,"2012-2016","Total","Number","Employed or Enrolled Youth",1541,"Western Region"
"Ridgefield",900163970,"2012-2016","Total","Number","Margins of Error",242,"Western Region"
"Ridgefield",900163970,"2012-2016","Total","Percent","Employed or Enrolled Youth",97.66,"Western Region"
"Ridgefield",900163970,"2012-2016","Total","Percent","Margins of Error",22.02,"Western Region"
"Ridgefield",900163970,"2012-2016","Female","Number","Employed or Enrolled Youth",836,"Western Region"
"Ridgefield",900163970,"2012-2016","Female","Number","Margins of Error",172,"Western Region"
"Ridgefield",900163970,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.44,"Western Region"
"Ridgefield",900163970,"2012-2016","Female","Percent","Margins of Error",27.66,"Western Region"
"Ridgefield",900163970,"2012-2016","Male","Number","Employed or Enrolled Youth",705,"Western Region"
"Ridgefield",900163970,"2012-2016","Male","Number","Margins of Error",171,"Western Region"
"Ridgefield",900163970,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.92,"Western Region"
"Ridgefield",900163970,"2012-2016","Male","Percent","Margins of Error",33.51,"Western Region"
"Rocky Hill",900365370,"2012-2016","Total","Number","Employed or Enrolled Youth",841,"Central Region"
"Rocky Hill",900365370,"2012-2016","Total","Number","Margins of Error",275,"Central Region"
"Rocky Hill",900365370,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Central Region"
"Rocky Hill",900365370,"2012-2016","Total","Percent","Margins of Error",42.39,"Central Region"
"Rocky Hill",900365370,"2012-2016","Female","Number","Employed or Enrolled Youth",401,"Central Region"
"Rocky Hill",900365370,"2012-2016","Female","Number","Margins of Error",220,"Central Region"
"Rocky Hill",900365370,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Central Region"
"Rocky Hill",900365370,"2012-2016","Female","Percent","Margins of Error",77.17,"Central Region"
"Rocky Hill",900365370,"2012-2016","Male","Number","Employed or Enrolled Youth",440,"Central Region"
"Rocky Hill",900365370,"2012-2016","Male","Number","Margins of Error",165,"Central Region"
"Rocky Hill",900365370,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Central Region"
"Rocky Hill",900365370,"2012-2016","Male","Percent","Margins of Error",50.57,"Central Region"
"Roxbury",900565930,"2012-2016","Total","Number","Employed or Enrolled Youth",71,"Western Region"
"Roxbury",900565930,"2012-2016","Total","Number","Margins of Error",38,"Western Region"
"Roxbury",900565930,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Roxbury",900565930,"2012-2016","Total","Percent","Margins of Error",66.08,"Western Region"
"Roxbury",900565930,"2012-2016","Female","Number","Employed or Enrolled Youth",39,"Western Region"
"Roxbury",900565930,"2012-2016","Female","Number","Margins of Error",27,"Western Region"
"Roxbury",900565930,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Roxbury",900565930,"2012-2016","Female","Percent","Margins of Error",87.71,"Western Region"
"Roxbury",900565930,"2012-2016","Male","Number","Employed or Enrolled Youth",32,"Western Region"
"Roxbury",900565930,"2012-2016","Male","Number","Margins of Error",26,"Western Region"
"Roxbury",900565930,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Roxbury",900565930,"2012-2016","Male","Percent","Margins of Error",103.08,"Western Region"
"Salem",901166210,"2012-2016","Total","Number","Employed or Enrolled Youth",101,"Eastern Region"
"Salem",901166210,"2012-2016","Total","Number","Margins of Error",58,"Eastern Region"
"Salem",901166210,"2012-2016","Total","Percent","Employed or Enrolled Youth",74.81,"Eastern Region"
"Salem",901166210,"2012-2016","Total","Percent","Margins of Error",57.02,"Eastern Region"
"Salem",901166210,"2012-2016","Female","Number","Employed or Enrolled Youth",42,"Eastern Region"
"Salem",901166210,"2012-2016","Female","Number","Margins of Error",36,"Eastern Region"
"Salem",901166210,"2012-2016","Female","Percent","Employed or Enrolled Youth",55.26,"Eastern Region"
