"Town","FIPS","Year","Measure Period","Indicator","Measure Type","Variable","Value","Region"
"Montville",901148900,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",40,"Eastern Region"
"Montville",901148900,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",40,"Eastern Region"
"Montville",901148900,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",13,"Eastern Region"
"Montville",901148900,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",31,"Eastern Region"
"Montville",901148900,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",32,"Eastern Region"
"Montville",901148900,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",22,"Eastern Region"
"Montville",901148900,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",36,"Eastern Region"
"Montville",901148900,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",35,"Eastern Region"
"Montville",901148900,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Eastern Region"
"Montville",901148900,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",24,"Eastern Region"
"Montville",901148900,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",23,"Eastern Region"
"Montville",901148900,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",16,"Eastern Region"
"Montville",901148900,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",34,"Eastern Region"
"Montville",901148900,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",24,"Eastern Region"
"Montville",901148900,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",11,"Eastern Region"
"Morris",900549460,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",4,"Western Region"
"Morris",900549460,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",4,"Western Region"
"Morris",900549460,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Morris",900549460,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",6,"Western Region"
"Morris",900549460,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",4,"Western Region"
"Morris",900549460,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Morris",900549460,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",0,"Western Region"
"Morris",900549460,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",5,"Western Region"
"Morris",900549460,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",5,"Western Region"
"Morris",900549460,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Western Region"
"Morris",900549460,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",5,"Western Region"
"Morris",900549460,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",5,"Western Region"
"Morris",900549460,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Morris",900549460,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",5,"Western Region"
"Morris",900549460,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",4,"Western Region"
"Morris",900549460,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",7,"Western Region"
"Morris",900549460,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",7,"Western Region"
"Morris",900549460,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",6,"Western Region"
"Morris",900549460,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",6,"Western Region"
"Morris",900549460,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",3,"Western Region"
"Morris",900549460,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Morris",900549460,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Morris",900549460,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",0,"Western Region"
"Morris",900549460,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",2,"Western Region"
"Morris",900549460,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Western Region"
"Naugatuck",900949950,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",47,"Western Region"
"Naugatuck",900949950,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",45,"Western Region"
"Naugatuck",900949950,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",23,"Western Region"
"Naugatuck",900949950,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",62,"Western Region"
"Naugatuck",900949950,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",59,"Western Region"
"Naugatuck",900949950,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,"Western Region"
"Naugatuck",900949950,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",59,"Western Region"
"Naugatuck",900949950,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",54,"Western Region"
"Naugatuck",900949950,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",38,"Western Region"
"Naugatuck",900949950,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",64,"Western Region"
"Naugatuck",900949950,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",61,"Western Region"
"Naugatuck",900949950,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",15,"Western Region"
"Naugatuck",900949950,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",66,"Western Region"
"Naugatuck",900949950,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",58,"Western Region"
"Naugatuck",900949950,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",38,"Western Region"
"Naugatuck",900949950,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",67,"Western Region"
"Naugatuck",900949950,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",65,"Western Region"
"Naugatuck",900949950,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",16,"Western Region"
