"Town","Year","FIPS","Indicator","Measure Type","Variable","Value","Region","Total Births"
"New London",2013,901152350,"Individual Family Service Plans","Percent","Birth to Three Indicators",13.61,"Eastern Region",382
"New London",2013,901152350,"Total Served","Percent","Birth to Three Indicators",13.09,"Eastern Region",382
"New London",2013,901152350,"Individual Family Service Plans","Number","Birth to Three Indicators",52,"Eastern Region",382
"New London",2013,901152350,"Referrals","Number","Birth to Three Indicators",77,"Eastern Region",382
"New Milford",2013,900552630,"Referred that are Evaluated","Percent","Birth to Three Indicators",93.1,"Western Region",255
"New Milford",2013,900552630,"Referrals","Percent","Birth to Three Indicators",22.75,"Western Region",255
"New Milford",2013,900552630,"Total Eligible","Number","Birth to Three Indicators",43,"Western Region",255
"New Milford",2013,900552630,"Individual Family Service Plans","Number","Birth to Three Indicators",40,"Western Region",255
"New Milford",2013,900552630,"Evaluations","Percent","Birth to Three Indicators",21.18,"Western Region",255
"New Milford",2013,900552630,"Evaluated that are Eligible","Percent","Birth to Three Indicators",79.63,"Western Region",255
"New Milford",2013,900552630,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",8.24,"Western Region",255
"New Milford",2013,900552630,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",48.84,"Western Region",255
"New Milford",2013,900552630,"Total Served","Percent","Birth to Three Indicators",15.69,"Western Region",255
"New Milford",2013,900552630,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",21,"Western Region",255
"New Milford",2013,900552630,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",255
"New Milford",2013,900552630,"Individual Family Service Plans","Percent","Birth to Three Indicators",15.69,"Western Region",255
"New Milford",2013,900552630,"Evaluations","Number","Birth to Three Indicators",54,"Western Region",255
"New Milford",2013,900552630,"Total Served","Number","Birth to Three Indicators",40,"Western Region",255
"New Milford",2013,900552630,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.02,"Western Region",255
"New Milford",2013,900552630,"Referrals","Number","Birth to Three Indicators",58,"Western Region",255
"New Milford",2013,900552630,"Total Eligible","Percent","Birth to Three Indicators",16.86,"Western Region",255
"Newtown",2013,900152980,"Total Served","Number","Birth to Three Indicators",23,"Western Region",166
"Newtown",2013,900152980,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",166
"Newtown",2013,900152980,"Individual Family Service Plans","Number","Birth to Three Indicators",23,"Western Region",166
"Newtown",2013,900152980,"Evaluated that are Eligible","Percent","Birth to Three Indicators",72.22,"Western Region",166
"Newtown",2013,900152980,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.83,"Western Region",166
"Newtown",2013,900152980,"Total Eligible","Percent","Birth to Three Indicators",15.66,"Western Region",166
"Newtown",2013,900152980,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",88.46,"Western Region",166
"Newtown",2013,900152980,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",13,"Western Region",166
"Newtown",2013,900152980,"Individual Family Service Plans","Percent","Birth to Three Indicators",13.86,"Western Region",166
"Newtown",2013,900152980,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Western Region",166
"Newtown",2013,900152980,"Evaluations","Percent","Birth to Three Indicators",21.69,"Western Region",166
"Newtown",2013,900152980,"Referrals","Percent","Birth to Three Indicators",22.29,"Western Region",166
"Newtown",2013,900152980,"Referrals","Number","Birth to Three Indicators",37,"Western Region",166
"Newtown",2013,900152980,"Total Eligible","Number","Birth to Three Indicators",26,"Western Region",166
"Newtown",2013,900152980,"Total Served","Percent","Birth to Three Indicators",13.86,"Western Region",166
"Newtown",2013,900152980,"Referred that are Evaluated","Percent","Birth to Three Indicators",97.3,"Western Region",166
"Newtown",2013,900152980,"Evaluations","Number","Birth to Three Indicators",36,"Western Region",166
"Norfolk",2013,900553470,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Total Eligible","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Individual Family Service Plans","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Evaluated that are Eligible","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"IFSP Receiving Services","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Total Served","Number","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Referrals","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Total Eligible","Number","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Total Served","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Referrals","Number","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Evaluations","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Individual Family Service Plans","Number","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Referred that are Evaluated","Percent","Birth to Three Indicators",0,"Western Region",12
"Norfolk",2013,900553470,"Evaluations","Number","Birth to Three Indicators",0,"Western Region",12
"North Branford",2013,900953890,"Referrals","Number","Birth to Three Indicators",18,"South Central Region",85
"North Branford",2013,900953890,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",72.73,"South Central Region",85
"North Branford",2013,900953890,"Total Served","Number","Birth to Three Indicators",8,"South Central Region",85
"North Branford",2013,900953890,"Total Eligible","Number","Birth to Three Indicators",11,"South Central Region",85
"North Branford",2013,900953890,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",5,"South Central Region",85
"North Branford",2013,900953890,"Evaluated that are Eligible","Percent","Birth to Three Indicators",64.71,"South Central Region",85
"North Branford",2013,900953890,"Referred that are Evaluated","Percent","Birth to Three Indicators",94.44,"South Central Region",85
"North Branford",2013,900953890,"Total Eligible","Percent","Birth to Three Indicators",12.94,"South Central Region",85
"North Branford",2013,900953890,"Evaluations","Percent","Birth to Three Indicators",20,"South Central Region",85
"North Branford",2013,900953890,"Total Served","Percent","Birth to Three Indicators",9.41,"South Central Region",85
"North Branford",2013,900953890,"Individual Family Service Plans","Percent","Birth to Three Indicators",9.41,"South Central Region",85
"North Branford",2013,900953890,"Referrals","Percent","Birth to Three Indicators",21.18,"South Central Region",85
"North Branford",2013,900953890,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",45.45,"South Central Region",85
"North Branford",2013,900953890,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.88,"South Central Region",85
"North Branford",2013,900953890,"Individual Family Service Plans","Number","Birth to Three Indicators",8,"South Central Region",85
"North Branford",2013,900953890,"Evaluations","Number","Birth to Three Indicators",17,"South Central Region",85
"North Branford",2013,900953890,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"South Central Region",85
"North Canaan",2013,900554030,"Total Served","Number","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Evaluations","Number","Birth to Three Indicators",1,"Western Region",19
"North Canaan",2013,900554030,"Individual Family Service Plans","Percent","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"IFSP Receiving Services","Percent","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Total Served","Percent","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Total Eligible","Number","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Western Region",19
"North Canaan",2013,900554030,"Referrals","Number","Birth to Three Indicators",1,"Western Region",19
"North Canaan",2013,900554030,"Referrals","Percent","Birth to Three Indicators",5.26,"Western Region",19
"North Canaan",2013,900554030,"Individual Family Service Plans","Number","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Evaluated that are Eligible","Percent","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Total Eligible","Percent","Birth to Three Indicators",0,"Western Region",19
"North Canaan",2013,900554030,"Evaluations","Percent","Birth to Three Indicators",5.26,"Western Region",19
"North Canaan",2013,900554030,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region",19
"North Haven",2013,900954870,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4,"South Central Region",175
"North Haven",2013,900954870,"Evaluations","Number","Birth to Three Indicators",24,"South Central Region",175
"North Haven",2013,900954870,"Total Served","Percent","Birth to Three Indicators",7.43,"South Central Region",175
"North Haven",2013,900954870,"Individual Family Service Plans","Percent","Birth to Three Indicators",7.43,"South Central Region",175
"North Haven",2013,900954870,"Evaluations","Percent","Birth to Three Indicators",13.71,"South Central Region",175
"North Haven",2013,900954870,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",46.67,"South Central Region",175
"North Haven",2013,900954870,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"South Central Region",175
"North Haven",2013,900954870,"Referrals","Percent","Birth to Three Indicators",15.43,"South Central Region",175
"North Haven",2013,900954870,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"South Central Region",175
"North Haven",2013,900954870,"Total Served","Number","Birth to Three Indicators",13,"South Central Region",175
"North Haven",2013,900954870,"Referrals","Number","Birth to Three Indicators",27,"South Central Region",175
"North Haven",2013,900954870,"Referred that are Evaluated","Percent","Birth to Three Indicators",88.89,"South Central Region",175
"North Haven",2013,900954870,"Evaluated that are Eligible","Percent","Birth to Three Indicators",62.5,"South Central Region",175
"North Haven",2013,900954870,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",86.67,"South Central Region",175
"North Haven",2013,900954870,"Individual Family Service Plans","Number","Birth to Three Indicators",13,"South Central Region",175
"North Haven",2013,900954870,"Total Eligible","Number","Birth to Three Indicators",15,"South Central Region",175
"North Haven",2013,900954870,"Total Eligible","Percent","Birth to Three Indicators",8.57,"South Central Region",175
"North Stonington",2013,901155500,"Total Served","Number","Birth to Three Indicators",5,"Eastern Region",40
"North Stonington",2013,901155500,"Evaluations","Number","Birth to Three Indicators",8,"Eastern Region",40
"North Stonington",2013,901155500,"Evaluations","Percent","Birth to Three Indicators",20,"Eastern Region",40
"North Stonington",2013,901155500,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Eastern Region",40
